filename, 31d1eefdbeca-h2-simpless-dks-lmcountlmmergedlmrhwlmhm1, 31d1eefdbeca-h2-simpless-dks-masb50ksccdfp, 31d1eefdbeca-h2-simpless-dks-lmcountlmrhw, 31d1eefdbeca-h2-simpless-dks-blind, 31d1eefdbeca-h2-simpless-dks-celmcut, 31d1eefdbeca-h2-simpless-dks-zopdbsgenetic, 31d1eefdbeca-h2-simpless-dks-masb50ksbmiasm, 31d1eefdbeca-h2-simpless-dks-masginfsccdfp, 31d1eefdbeca-simpless-dks-masb50kmiasmdfp, 31d1eefdbeca-h2-simpless-dks-cpdbshc900, 31d1eefdbeca-h2-simpless-oss-blind, 31d1eefdbeca-h2-simpless-oss-celmcut, 31d1eefdbeca-h2-simpless-oss-lmcountlmrhw, 31d1eefdbeca-h2-simpless-oss-masb50ksccdfp, 31d1eefdbeca-h2-simpless-oss-lmcountlmmergedlmrhwlmhm1, 31d1eefdbeca-h2-simpless-oss-zopdbsgenetic, 31d1eefdbeca-h2-simpless-oss-cpdbshc900, 31d1eefdbeca-simpless-oss-masb50kmiasmdfp, 31d1eefdbeca-h2-simpless-oss-masb50ksbmiasm, 31d1eefdbeca-h2-simpless-oss-masginfsccdfp, seq-opt-symba-1
miconic-s27-4.pddl-bolded-cs.png, 0.980396, 10000.0, 0.962721, 10000.0, 11.364, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 9.47479, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s28-0.pddl-bolded-cs.png, 0.802171, 10000.0, 0.776232, 10000.0, 6.41706, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 5.15822, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s28-2.pddl-bolded-cs.png, 0.85771, 10000.0, 0.831617, 10000.0, 7.906, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 7.13013, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s28-3.pddl-bolded-cs.png, 0.941781, 10000.0, 0.934776, 10000.0, 9.9759, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 9.57607, 10000.0, 10000.0, 721.868, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s28-4.pddl-bolded-cs.png, 0.795905, 10000.0, 0.741272, 10000.0, 6.84563, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 6.2661, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s29-0.pddl-bolded-cs.png, 0.641892, 10000.0, 0.611408, 10000.0, 5.67562, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 5.39116, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s29-1.pddl-bolded-cs.png, 0.965509, 10000.0, 0.945777, 10000.0, 11.5979, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 11.7512, 875.208, 10000.0, 1230.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s29-2.pddl-bolded-cs.png, 1.06561, 10000.0, 1.02938, 10000.0, 12.5773, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10.141, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s29-3.pddl-bolded-cs.png, 1.04578, 10000.0, 1.01849, 10000.0, 12.1115, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 12.0629, 1001.84, 10000.0, 1017.26, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s29-4.pddl-bolded-cs.png, 1.22115, 10000.0, 1.11616, 10000.0, 12.8163, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10.3301, 1162.64, 10000.0, 1169.68, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s3-0.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0189449, 0.01, 0.01, 0.01, 0.0346901, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0191216, 0.0345515, 0.01, 0.01, 0.01, 0.08
miconic-s3-1.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0190712, 0.01, 0.01, 0.01, 0.0342891, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0191788, 0.0343387, 0.01, 0.01, 0.01, 0.08
miconic-s3-2.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0189414, 0.01, 0.01, 0.01, 0.0343517, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0189956, 0.0338859, 0.01, 0.01, 0.01, 0.07
miconic-s3-3.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0189661, 0.01, 0.01, 0.01, 0.0352643, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0189542, 0.0349069, 0.01, 0.01, 0.01, 0.09
miconic-s3-4.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0188353, 0.01, 0.01, 0.01, 0.0343021, 0.01, 0.01, 0.01, 0.01, 0.01, 0.018844, 0.0344516, 0.01, 0.01, 0.01, 0.07
miconic-s30-0.pddl-bolded-cs.png, 0.955526, 10000.0, 0.941891, 10000.0, 9.45754, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 4.94423, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s30-1.pddl-bolded-cs.png, 1.17717, 10000.0, 1.19096, 10000.0, 12.5502, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 11.5213, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s30-2.pddl-bolded-cs.png, 1.00907, 10000.0, 0.969, 10000.0, 9.58099, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 8.45734, 799.41, 10000.0, 827.212, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s30-3.pddl-bolded-cs.png, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 44.4346, 10000.0, 42.8164, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s30-4.pddl-bolded-cs.png, 1.11861, 10000.0, 1.07061, 10000.0, 11.3555, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 6.87153, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0
miconic-s4-0.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.0122847, 0.01, 0.0469609, 0.0114003, 0.0145436, 0.0111752, 0.0781491, 0.0155709, 0.01, 0.01, 0.01, 0.01, 0.0466733, 0.0792148, 0.0104195, 0.0114006, 0.01748, 0.08
miconic-s4-1.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.0122113, 0.01, 0.0465702, 0.011339, 0.0146134, 0.0105065, 0.0778003, 0.0155097, 0.01, 0.01, 0.01, 0.01, 0.0466958, 0.078514, 0.0101806, 0.0114092, 0.0172685, 0.1
miconic-s4-2.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0467715, 0.0120585, 0.0124371, 0.0112311, 0.0772759, 0.0113563, 0.01, 0.01, 0.01, 0.01, 0.0469911, 0.0783494, 0.0107781, 0.0121237, 0.0139374, 0.09
miconic-s4-3.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0467148, 0.0119402, 0.0124995, 0.0105663, 0.0771815, 0.0117821, 0.01, 0.01, 0.01, 0.01, 0.047237, 0.0792401, 0.01017, 0.0120967, 0.0140174, 0.1
miconic-s4-4.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0470958, 0.012295, 0.0122334, 0.01, 0.0771625, 0.0121373, 0.01, 0.01, 0.01, 0.01, 0.0466715, 0.078825, 0.01, 0.0124825, 0.01421, 0.09
miconic-s5-0.pddl-bolded-cs.png, 0.01, 0.0281136, 0.01, 0.0504024, 0.01, 0.262034, 0.0337327, 0.0454109, 0.0263032, 0.176392, 0.0681816, 0.01, 0.01, 0.0258792, 0.01, 0.262208, 0.181626, 0.0250498, 0.0347109, 0.0594034, 0.1
miconic-s5-1.pddl-bolded-cs.png, 0.01, 0.0155598, 0.01, 0.0341482, 0.01, 0.26256, 0.0295082, 0.0347867, 0.0310013, 0.142707, 0.0454738, 0.01, 0.01, 0.0147279, 0.01, 0.264235, 0.147021, 0.0285757, 0.0297619, 0.0437337, 0.11
miconic-s5-2.pddl-bolded-cs.png, 0.01, 0.0174648, 0.01, 0.0389498, 0.01, 0.25862, 0.0241005, 0.0347479, 0.0331964, 0.165733, 0.0519931, 0.01, 0.01, 0.0161494, 0.01, 0.258597, 0.165894, 0.0309049, 0.0243662, 0.0436936, 0.12
miconic-s5-3.pddl-bolded-cs.png, 0.01, 0.0318091, 0.01, 0.0315787, 0.01, 0.26067, 0.032847, 0.0313979, 0.0393733, 0.168669, 0.0394269, 0.01, 0.01, 0.0296417, 0.01, 0.261685, 0.168945, 0.0362417, 0.0327993, 0.0371549, 0.11
miconic-s5-4.pddl-bolded-cs.png, 0.01, 0.0131299, 0.01, 0.0415345, 0.01, 0.26543, 0.0326987, 0.0404708, 0.0243523, 0.178767, 0.0516451, 0.01, 0.0101142, 0.012538, 0.0107567, 0.266846, 0.182413, 0.0234591, 0.0322148, 0.0508898, 0.1
miconic-s6-0.pddl-bolded-cs.png, 0.01, 0.0769535, 0.01, 0.144744, 0.01, 0.655562, 0.117444, 0.107361, 0.0637571, 0.335852, 0.200821, 0.01, 0.01, 0.0730049, 0.01, 0.648628, 0.342912, 0.0574619, 0.111823, 0.142773, 0.09
miconic-s6-1.pddl-bolded-cs.png, 0.01, 0.0623291, 0.01, 0.226668, 0.01, 0.667673, 0.121861, 0.174355, 0.180026, 0.355274, 0.323853, 0.01, 0.01, 0.05601, 0.01, 0.656403, 0.369657, 0.168487, 0.123136, 0.239334, 0.11
miconic-s6-2.pddl-bolded-cs.png, 0.01, 0.046369, 0.01, 0.16451, 0.01, 0.657515, 0.122649, 0.129022, 0.205145, 0.351432, 0.218524, 0.01, 0.01, 0.0417374, 0.01, 0.661457, 0.357012, 0.191479, 0.129856, 0.163027, 0.11
miconic-s6-3.pddl-bolded-cs.png, 0.01, 0.0740192, 0.01, 0.102358, 0.01, 0.656453, 0.106858, 0.0882119, 0.114632, 0.345487, 0.121856, 0.01, 0.01, 0.0695722, 0.01, 0.661391, 0.347564, 0.108936, 0.109706, 0.103501, 0.09
miconic-s6-4.pddl-bolded-cs.png, 0.01, 0.0563446, 0.01, 0.114355, 0.01, 0.654327, 0.129894, 0.101588, 0.0542077, 0.354343, 0.135681, 0.01, 0.0113586, 0.0515347, 0.0131335, 0.655275, 0.357083, 0.0516812, 0.133575, 0.120627, 0.09
miconic-s7-0.pddl-bolded-cs.png, 0.01, 0.305775, 0.01, 0.924482, 0.01, 0.381717, 0.249904, 0.674438, 0.514622, 1.13921, 1.18503, 0.0120403, 0.01, 0.272879, 0.01, 0.44003, 1.20919, 0.483724, 0.262725, 0.886812, 0.12
miconic-s7-1.pddl-bolded-cs.png, 0.01, 0.356887, 0.01, 1.54494, 0.0125907, 0.402019, 0.299606, 0.988961, 0.7263, 1.27007, 2.05184, 0.0128447, 0.01, 0.332943, 0.010389, 0.41654, 1.41223, 0.690167, 0.332808, 1.46466, 0.13
miconic-s7-2.pddl-bolded-cs.png, 0.01, 0.142817, 0.01, 1.27636, 0.01, 0.380518, 0.266934, 0.928134, 0.251548, 1.19729, 1.84249, 0.01, 0.01, 0.130698, 0.01, 0.399988, 1.27148, 0.234708, 0.284974, 1.30993, 0.12
miconic-s7-3.pddl-bolded-cs.png, 0.01, 0.34035, 0.01, 0.767859, 0.0100407, 0.372276, 0.234722, 0.54409, 0.376256, 1.08827, 1.00274, 0.0103215, 0.01, 0.309843, 0.01, 0.383353, 1.10489, 0.352261, 0.222852, 0.690725, 0.13
miconic-s7-4.pddl-bolded-cs.png, 0.01, 0.0525856, 0.01, 0.610427, 0.010094, 0.456936, 0.265193, 0.533938, 0.289338, 1.19924, 0.750648, 0.0101067, 0.01, 0.050192, 0.01, 0.499967, 1.30937, 0.270945, 0.279714, 0.656531, 0.12
miconic-s8-0.pddl-bolded-cs.png, 0.0119991, 0.640245, 0.0100365, 7.58204, 0.016005, 1.09282, 0.834487, 5.62769, 1.6717, 4.37895, 11.242, 0.0163452, 0.0110265, 0.578917, 0.0125293, 1.33667, 5.07525, 1.53272, 1.17547, 7.83142, 0.15
miconic-s8-1.pddl-bolded-cs.png, 0.0429814, 0.849982, 0.0412286, 4.9597, 0.106558, 1.1558, 0.3916, 3.89583, 0.894373, 4.08775, 7.16904, 0.110081, 0.0456941, 0.83177, 0.046701, 1.43973, 4.64511, 0.882313, 0.447758, 5.40061, 0.15
miconic-s8-2.pddl-bolded-cs.png, 0.0128991, 0.461303, 0.011474, 4.79958, 0.0184611, 0.594549, 0.363975, 2.90844, 2.05358, 3.36739, 6.33411, 0.0191218, 0.0119627, 0.411214, 0.0133586, 0.624899, 3.63002, 1.97773, 0.391066, 3.93664, 0.15
miconic-s8-3.pddl-bolded-cs.png, 0.0132693, 0.366931, 0.0113537, 2.61902, 0.0179941, 1.15195, 0.407102, 2.06798, 0.648328, 3.59452, 3.09821, 0.014482, 0.0594893, 0.337598, 0.0613269, 0.766997, 4.06141, 0.613817, 0.508887, 2.4968, 0.14
miconic-s8-4.pddl-bolded-cs.png, 0.0127524, 0.343362, 0.0108454, 2.30819, 0.01717, 0.623998, 0.679197, 1.7338, 1.98786, 3.41857, 3.33142, 0.0173425, 0.0374631, 0.374094, 0.0392949, 0.669031, 3.56573, 1.87686, 0.711005, 2.394, 0.15
miconic-s9-0.pddl-bolded-cs.png, 0.0174903, 1.47518, 0.0154855, 16.2714, 0.0285559, 5.7033, 2.2961, 12.5531, 1.87828, 12.1069, 20.5664, 0.0280931, 0.0398464, 1.32917, 0.0425546, 5.26127, 12.5763, 1.75978, 2.41235, 15.0991, 0.28
miconic-s9-1.pddl-bolded-cs.png, 0.0178895, 1.54647, 0.0158776, 15.4782, 0.028441, 4.15805, 2.02214, 10.3471, 3.03639, 12.65, 17.7583, 0.0255485, 0.0159136, 1.38543, 0.0178067, 4.35126, 13.4706, 2.96851, 1.62785, 12.4695, 0.29
miconic-s9-2.pddl-bolded-cs.png, 0.0175683, 1.41378, 0.0189599, 14.6435, 0.0301884, 4.27888, 2.11436, 9.89345, 2.33663, 10.8633, 19.7762, 0.0276912, 0.0635079, 1.41231, 0.0644676, 4.79624, 11.7934, 2.14031, 2.3792, 13.8451, 0.27
miconic-s9-3.pddl-bolded-cs.png, 0.0155722, 0.11923, 0.0136989, 3.42938, 0.0188038, 1.70139, 1.38685, 2.77775, 0.679693, 11.3142, 4.69078, 0.0191416, 0.0886748, 0.113633, 0.090558, 1.74455, 11.6961, 0.644564, 1.34176, 3.73902, 0.23
miconic-s9-4.pddl-bolded-cs.png, 0.0428398, 0.872862, 0.0407362, 16.1545, 0.123109, 3.65203, 1.42378, 11.6159, 1.761, 10.5729, 20.3731, 0.125911, 0.0454461, 0.852425, 0.047313, 5.25583, 11.2433, 1.67674, 1.22509, 14.8039, 0.25
miconic-simpleadl-s1-0.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.07
miconic-simpleadl-s1-1.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.08
miconic-simpleadl-s1-2.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.09
miconic-simpleadl-s1-3.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.09
miconic-simpleadl-s1-4.pddl-bolded-cs.png, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.08
miconic-simpleadl-s10-0.pddl-bolded-cs.png, 1.01319, 0.749718, 1.01352, 1.30363, 0.0209809, 1.51792, 0.787534, 1.26064, 0.769602, 3.57431, 1.75213, 0.0209928, 1.23103, 0.993699, 1.25584, 1.57099, 3.86951, 1.03755, 1.03014, 1.65799, 0.17
miconic-simpleadl-s10-1.pddl-bolded-cs.png, 10000.0, 0.346926, 10000.0, 1.01496, 0.0183916, 0.904786, 0.387686, 0.933524, 0.360944, 2.33399, 1.40568, 0.0191577, 10000.0, 0.428864, 10000.0, 1.08752, 2.5363, 0.445398, 0.485826, 1.24837, 0.17
miconic-simpleadl-s10-2.pddl-bolded-cs.png, 0.647919, 0.406944, 0.675352, 3.55156, 0.0202583, 1.3901, 0.434653, 2.6677, 0.484343, 1.93747, 5.08141, 0.0204071, 0.782562, 0.544993, 0.778585, 1.53898, 2.42737, 0.609615, 0.56383, 3.78514, 0.16
miconic-simpleadl-s10-3.pddl-bolded-cs.png, 1.26624, 0.931683, 1.2604, 1.85233, 0.0208712, 1.48394, 0.982399, 1.95102, 0.968234, 3.5388, 2.46195, 0.021083, 10000.0, 1.16724, 10000.0, 1.62349, 3.77961, 1.19834, 1.17036, 2.36296, 0.18
miconic-simpleadl-s10-4.pddl-bolded-cs.png, 0.577946, 0.421219, 0.573554, 0.921653, 0.0195416, 1.21467, 0.470578, 0.896596, 0.43808, 2.54457, 1.14148, 0.0196778, 0.663265, 0.495059, 0.651648, 1.23964, 2.7029, 0.508791, 0.537811, 1.07724, 0.17
miconic-simpleadl-s11-0.pddl-bolded-cs.png, 4.87112, 1.99092, 4.85058, 9.80141, 0.0332299, 4.27765, 2.0752, 9.32387, 2.0605, 6.9059, 12.1679, 0.0337257, 6.58597, 2.46904, 4.45346, 4.24183, 8.6733, 2.51523, 2.52102, 11.1951, 0.26
miconic-simpleadl-s11-1.pddl-bolded-cs.png, 1.40268, 0.899072, 1.39075, 6.88546, 0.0242881, 2.17083, 0.943869, 5.48146, 0.969867, 3.8419, 9.6056, 0.0248253, 1.70376, 1.19908, 1.70044, 2.37996, 4.68107, 1.29775, 1.2711, 7.49314, 0.18
miconic-simpleadl-s11-2.pddl-bolded-cs.png, 3.84063, 4.47904, 3.86918, 9.24456, 0.0352009, 3.78427, 4.5227, 9.28245, 4.57893, 15.6098, 12.3289, 0.0337226, 4.8559, 5.79711, 4.92462, 6.18673, 18.9325, 5.96458, 5.83393, 12.3211, 0.2
miconic-simpleadl-s11-3.pddl-bolded-cs.png, 5.26938, 3.13275, 5.24706, 4.91156, 2.31697, 3.05448, 3.21344, 5.20292, 3.17863, 9.69259, 6.37796, 2.42349, 6.13331, 3.87326, 5.98322, 4.08644, 10.8787, 3.99188, 3.98757, 6.46345, 0.25
miconic-simpleadl-s11-4.pddl-bolded-cs.png, 1.95482, 1.16763, 1.95472, 5.67217, 0.0254724, 2.42026, 1.21585, 4.94213, 1.15238, 4.37582, 7.9624, 0.025987, 2.30119, 1.56955, 2.30032, 2.84224, 5.32298, 1.59072, 1.60194, 6.73192, 0.19
miconic-simpleadl-s12-0.pddl-bolded-cs.png, 8.94793, 5.2894, 8.89729, 11.1043, 0.0384493, 6.60361, 5.41788, 11.6291, 5.48561, 32.8097, 15.2371, 0.0383604, 9.62518, 7.012, 10.4916, 8.69839, 35.4339, 7.00702, 6.98565, 14.7598, 0.24
miconic-simpleadl-s12-1.pddl-bolded-cs.png, 6.45535, 4.26164, 7.16933, 31.2898, 0.0396409, 7.27435, 4.32485, 29.6927, 4.38878, 21.1126, 42.6189, 0.0407212, 9.01141, 5.48454, 9.07034, 9.09829, 24.6798, 5.6851, 5.66735, 38.2342, 0.25
miconic-simpleadl-s12-2.pddl-bolded-cs.png, 14.5658, 11.0986, 14.6777, 29.1554, 0.0466935, 13.6908, 11.349, 28.2483, 11.2306, 28.1085, 41.4362, 0.0462784, 17.4257, 14.9611, 17.5923, 18.6658, 35.7657, 15.2202, 15.2678, 37.8583, 0.25
miconic-simpleadl-s12-3.pddl-bolded-cs.png, 12.0351, 6.53148, 11.6915, 31.4289, 0.0416615, 7.51069, 6.70416, 27.8643, 6.57848, 23.3636, 43.7859, 0.0409684, 14.0179, 8.87804, 13.7532, 9.99438, 30.2099, 9.01398, 9.1152, 38.3621, 0.29
miconic-simpleadl-s12-4.pddl-bolded-cs.png, 13.7174, 9.89689, 13.6343, 14.6765, 0.0397386, 11.9028, 9.87809, 14.9211, 9.83109, 40.82, 17.0843, 0.0392128, 10000.0, 11.3294, 10000.0, 13.7745, 43.1945, 11.2143, 11.0465, 16.7225, 0.26
miconic-simpleadl-s13-0.pddl-bolded-cs.png, 15.623, 18.7451, 15.2619, 50.5836, 0.0563185, 36.9968, 19.9076, 50.5865, 19.4317, 51.8272, 64.8015, 0.057337, 17.6398, 23.7904, 17.6236, 47.0445, 63.6584, 24.4661, 24.0354, 62.1126, 0.37
miconic-simpleadl-s13-1.pddl-bolded-cs.png, 26.2351, 19.8641, 26.0127, 42.604, 4.3079, 30.7065, 19.1749, 41.0177, 19.3824, 41.4607, 52.8885, 4.43771, 28.4649, 24.0015, 28.6103, 38.3005, 49.6453, 24.3941, 24.3416, 50.7528, 0.41
miconic-simpleadl-s13-2.pddl-bolded-cs.png, 19.0031, 14.5578, 20.154, 19.2737, 0.0710326, 20.2447, 14.694, 20.8508, 14.8715, 93.3355, 25.1625, 0.0700206, 10000.0, 17.4791, 10000.0, 19.5656, 98.984, 17.7976, 17.4762, 24.9532, 0.39
miconic-simpleadl-s13-3.pddl-bolded-cs.png, 17.8717, 14.009, 17.551, 44.7527, 0.0546122, 23.9219, 14.0624, 43.3567, 14.3613, 55.3995, 61.74, 0.0511339, 10000.0, 19.0208, 21.5939, 32.5154, 68.0096, 19.6639, 19.1647, 57.8732, 0.26
miconic-simpleadl-s13-4.pddl-bolded-cs.png, 13.2593, 8.53371, 13.3687, 79.7702, 0.046832, 17.0626, 8.6354, 62.0821, 8.92217, 44.9515, 109.424, 0.0476796, 15.8722, 11.4358, 15.9357, 23.0766, 56.9294, 11.8535, 11.7799, 87.6237, 0.31
miconic-simpleadl-s14-0.pddl-bolded-cs.png, 82.6396, 52.0432, 83.247, 190.756, 0.0651359, 94.0874, 52.5391, 174.603, 52.445, 176.154, 243.113, 0.0641195, 95.9918, 66.4248, 97.9607, 79.7271, 193.772, 67.493, 65.1149, 225.01, 0.31
miconic-simpleadl-s14-1.pddl-bolded-cs.png, 53.7522, 72.0668, 54.7169, 211.896, 0.0714232, 164.295, 71.2876, 208.049, 72.4865, 215.115, 271.826, 0.0730733, 62.7422, 93.5092, 62.859, 189.455, 272.274, 93.489, 92.9537, 266.693, 0.33
miconic-simpleadl-s14-2.pddl-bolded-cs.png, 33.3057, 51.3667, 32.4946, 98.0171, 0.0902854, 67.1463, 56.2455, 96.893, 52.2166, 108.538, 115.408, 0.077492, 42.4904, 60.4262, 43.7081, 99.2522, 121.633, 61.7639, 63.7063, 113.765, 0.59
miconic-simpleadl-s14-3.pddl-bolded-cs.png, 1.63512, 1.09184, 1.61204, 83.06, 0.0530576, 5.31521, 2.19929, 42.4456, 1.11306, 19.9078, 107.068, 0.0538837, 1.46099, 1.19834, 1.60399, 6.58205, 25.9171, 1.3272, 2.70273, 54.0889, 0.33
miconic-simpleadl-s14-4.pddl-bolded-cs.png, 241.127, 102.285, 240.815, 377.229, 0.0689713, 113.923, 101.726, 319.379, 102.243, 226.802, 436.682, 0.0682605, 235.447, 123.739, 238.57, 131.849, 307.408, 125.815, 122.977, 381.662, 0.32
miconic-simpleadl-s15-0.pddl-bolded-cs.png, 33.5277, 19.0902, 33.0546, 235.675, 0.0718444, 75.5651, 19.4074, 197.84, 19.7385, 139.653, 305.556, 0.0707978, 38.5595, 24.2326, 38.9442, 96.3545, 167.57, 24.5415, 24.5689, 250.782, 0.4
miconic-simpleadl-s15-1.pddl-bolded-cs.png, 171.924, 241.248, 172.363, 838.403, 0.097303, 524.411, 247.966, 733.544, 246.074, 569.804, 924.479, 0.0994137, 264.759, 260.86, 264.137, 498.714, 667.641, 262.105, 258.614, 854.171, 0.66
miconic-simpleadl-s15-2.pddl-bolded-cs.png, 202.875, 133.584, 205.085, 313.84, 0.0969732, 226.168, 132.705, 304.871, 133.574, 340.544, 355.303, 0.0969859, 221.689, 148.46, 223.823, 220.601, 374.459, 146.383, 146.898, 347.337, 0.6
miconic-simpleadl-s15-3.pddl-bolded-cs.png, 111.152, 79.6996, 109.522, 291.518, 0.0912219, 164.261, 78.8447, 283.289, 80.6153, 242.682, 320.868, 0.0915035, 180.573, 89.9691, 126.844, 157.716, 283.119, 89.4224, 88.9959, 307.571, 0.91
miconic-simpleadl-s15-4.pddl-bolded-cs.png, 39.3757, 28.7437, 39.7197, 383.487, 0.082466, 75.1462, 28.1707, 294.518, 28.5933, 224.961, 470.352, 0.0865977, 45.6749, 34.3437, 46.8655, 97.6975, 267.173, 35.4083, 34.6325, 359.376, 0.43
miconic-simpleadl-s16-0.pddl-bolded-cs.png, 648.891, 422.914, 649.889, 1434.25, 0.121574, 1007.7, 440.784, 1350.22, 401.423, 1221.67, 1533.78, 0.11201, 669.52, 406.012, 670.143, 867.59, 1317.06, 413.35, 460.454, 1424.81, 0.93
miconic-simpleadl-s16-1.pddl-bolded-cs.png, 121.066, 112.679, 118.565, 377.387, 0.132641, 285.99, 128.652, 368.424, 115.388, 358.492, 433.554, 0.121636, 10000.0, 128.798, 134.518, 313.084, 418.623, 131.33, 154.01, 427.969, 0.93
miconic-simpleadl-s16-2.pddl-bolded-cs.png, 10000.0, 1445.45, 10000.0, 10000.0, 0.147673, 10000.0, 1416.07, 10000.0, 1447.16, 10000.0, 10000.0, 0.164306, 10000.0, 1603.12, 10000.0, 10000.0, 10000.0, 1641.92, 1599.78, 10000.0, 0.84
miconic-simpleadl-s16-3.pddl-bolded-cs.png, 10000.0, 38.2629, 10000.0, 229.002, 0.118854, 160.064, 38.0507, 215.277, 38.8845, 193.905, 204.425, 0.111168, 10000.0, 33.8499, 10000.0, 155.488, 167.665, 34.618, 35.0554, 194.59, 0.69
miconic-simpleadl-s16-4.pddl-bolded-cs.png, 878.197, 625.137, 868.316, 10000.0, 0.137931, 1555.06, 627.12, 10000.0, 637.482, 1704.83, 10000.0, 0.134738, 10000.0, 708.981, 844.355, 1660.59, 10000.0, 708.691, 722.126, 10000.0, 0.82
